jd_filename,sector,role_type,category,code,code_label,evidence,required,confidence
Rio.docx,Minerals - Surface,Production Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Coaching, mentoring and developing team members;",not_specified,high
Rio.docx,Minerals - Surface,Production Supervisor,DUTY,D10,Drive continuous improvement,Delivering value and working towards establishing a strong culture of operational excellence.,not_specified,medium
Rio.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous leadership experience in a highly regulated operational environment,required,high
Rio.docx,Minerals - Surface,Production Supervisor,EXPERIENCE,E11,Commodity/process specialism,Sizing and Beneficiation plant experience with exposure across ship loading operations.,required,high
Rio.docx,Minerals - Surface,Production Supervisor,KNOWLEDGE,K8,Sector-specific technical knowledge,Sizing and Beneficiation plant experience with exposure across ship loading operations.,required,high
Rio.docx,Minerals - Surface,Production Supervisor,QUALIFICATIONS,Q14,Marine Security Identification Card (MSIC),A Marine Security Identification Card (MSIC) or the ability to obtain one,required,high
Rio.docx,Minerals - Surface,Production Supervisor,DISPOSITION,DP14,Relationship-building / stakeholder management,"Strong stakeholder engagement, communication and interpersonal skills",required,high
Rio.docx,Minerals - Surface,Production Supervisor,DISPOSITION,DP2,Strong communicator,"Strong stakeholder engagement, communication and interpersonal skills",required,high
Rio.docx,Minerals - Surface,Production Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,"Intermediate computer skills, including experience using Microsoft Office Suite applications as well as SAP",required,high
Rio.docx,Minerals - Surface,Production Supervisor,QUALIFICATIONS,Q8,RII units (named),RIIWHS301 Conduct Safety and Health Investigations (formerly QMS2),desirable,high
Rio.docx,Minerals - Surface,Production Supervisor,QUALIFICATIONS,Q8,RII units (named),RIICOM301 Communicate Information (formerly QMS3),desirable,high
Rio.docx,Minerals - Surface,Production Supervisor,QUALIFICATIONS,Q18,Cert IV in Training & Assessment (TAE40110),Certificate IV in Training and Assessment - TAE40110,desirable,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DUTY,D1,Supervise and lead crews/contractors,Supervise and support a small team of field technicians (typically 1–5 personnel),not_specified,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,EXPERIENCE,E8,Workforce context,Supervise and support a small team of field technicians (typically 1–5 personnel),required,medium
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DUTY,D9,Coordinate resources,"Coordinate logistics for field activities, mobilisation and site operations.",not_specified,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DUTY,D15,Environmental & quality compliance,"Undertake and oversee environmental monitoring, including pumps, bore monitoring and water balance awareness.",not_specified,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DUTY,D5,Ensure statutory compliance,Ensure all site activities are conducted safely and in line with regulatory and company requirements.,not_specified,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DUTY,D6,Promote and uphold safety culture,Ensure all site activities are conducted safely and in line with regulatory and company requirements.,not_specified,medium
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Liaise with technical and management teams to ensure smooth delivery of exploration works.,not_specified,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous experience supervising small teams in exploration programs.,required,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,EXPERIENCE,E11,Commodity/process specialism,Previous experience supervising small teams in exploration programs.,required,medium
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,Strong hands-on capability and willingness to work alongside the crew.,required,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP13,Time management & prioritisation,Strong organisational and logistical coordination skills,required,high
Stellar Recruitment.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP15,Self-management / independent work,Ability to work autonomously in remote locations.,required,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Build and maintain relationships with all stakeholders not limited,not_specified,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DUTY,D13,Incident investigation & root cause analysis,"Manage, report, and investigate all incidents within the mining",not_specified,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DUTY,D12,"Reporting, budgets and administration","Manage, report, and investigate all incidents within the mining",not_specified,medium
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DUTY,D4,Conduct safety leadership activities,Complete safety observations and critical control audits within own,not_specified,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DUTY,D11,Plan and schedule work,Execution of weekly plan and be able to highlight any shortfalls,not_specified,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DUTY,D12,"Reporting, budgets and administration",Attend the daily production meeting and be able to provide an,not_specified,medium
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DUTY,D17,Training delivery & competency assurance,Support and development of operators ensuring competencies are kept,not_specified,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DUTY,D2,"Coach, mentor, develop team capability",Support and development of operators ensuring competencies are kept,not_specified,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP3,People-focused / caring,Proven leadership and people management skills within an adaptive,required,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP11,Adaptability / flexibility,Proven leadership and people management skills within an adaptive,required,medium
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP2,Strong communicator,"Excellent organisational, communication, and presentation skills",required,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP13,Time management & prioritisation,"Excellent organisational, communication, and presentation skills",required,medium
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP6,Problem-solver / analytical,Prioritising and problem-solving are second nature,required,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,DISPOSITION,DP13,Time management & prioritisation,Prioritising and problem-solving are second nature,required,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,KNOWLEDGE,K8,Sector-specific technical knowledge,A solid understanding of the processes involved with hard rock,required,high
Thiess_supervisor_mining.docx,Minerals - Surface,Mining Supervisor,EXPERIENCE,E5,Sector experience — Hard rock / Minerals,A solid understanding of the processes involved with hard rock,required,medium
Anglo Dragline.docx,Coal - Surface,Production Supervisor,DUTY,D9,Coordinate resources,"Coordination of personnel, equipment and resources within Dragline operations.",not_specified,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E7,Equipment/operational specialism,"Coordination of personnel, equipment and resources within Dragline operations.",required,medium
Anglo Dragline.docx,Coal - Surface,Production Supervisor,DUTY,D7,Oversee daily operations,"Ensure site dragline activities are undertaken in a safe, cost effective and efficient manner in line with agreed operational standards and targets working as one team.",not_specified,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,"Ensure site dragline activities are undertaken in a safe, cost effective and efficient manner in line with agreed operational standards and targets working as one team.",not_specified,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,DUTY,D11,Plan and schedule work,Enforce plan compliance and promote engineer and operator engagement to ensure that the business can meet production targets.,not_specified,medium
Anglo Dragline.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,Enforce plan compliance and promote engineer and operator engagement to ensure that the business can meet production targets.,not_specified,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,DUTY,D5,Ensure statutory compliance,Ensure compliance with statutory legislative requirements.,not_specified,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,Supervisory experience within an open-cut coal mine (dragline operations desirable).,desirable,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,Supervisory experience within an open-cut coal mine (dragline operations desirable).,desirable,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Supervisory experience within an open-cut coal mine (dragline operations desirable).,desirable,medium
Anglo Dragline.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Operational dragline experience is highly advantageous.,desirable,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"Hold the Supervisor & Risk Facilitator competencies (S1, 2, 3 & G2) is desirable.",desirable,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E2,Years of operational/production experience,Significant operational experience within the coal mining industry.,required,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,Significant operational experience within the coal mining industry.,required,high
Anglo Dragline.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K4,Equipment / plant knowledge,A strong understanding of open cut mining equipment and mining techniques.,required,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,Lead and support your team to achieve operational targets safely and,not_specified,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D8,Manage production performance & targets,Lead and support your team to achieve operational targets safely and,not_specified,medium
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D6,Promote and uphold safety culture,"Foster a positive and productive culture built on trust, respect,",not_specified,medium
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D6,Promote and uphold safety culture,"Promote and uphold BHP\'s HSEC standards, including proactive hazard",not_specified,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,"Identify and implement opportunities to improve performance,",not_specified,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Collaborate cross‑functionally to support continuous improvement and,not_specified,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,Collaborate cross‑functionally to support continuous improvement and,not_specified,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D7,Oversee daily operations,Drive asset reliability and operational efficiency through effective,not_specified,medium
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Coach, mentor, and develop team members to reach their full",not_specified,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,"Utilise systems such as SAP to plan, manage, and report on",required,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,"Utilise systems such as SAP to plan, manage, and report on",not_specified,medium
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),A trade qualification or relevant tertiary qualification is highly,required,medium
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E1,Years of supervisory experience,"demonstrated leadership experience in mining,",required,high
BHP Maintenance.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E10,Industry breadth — heavy industry beyond mining,"demonstrated leadership experience in mining,",required,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D1,Supervise and lead crews/contractors,Lead and support supervisors and execution teams to deliver work,not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D5,Ensure statutory compliance,"Manage work fronts by escalating safety, cost or schedule risks as",not_specified,medium
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D12,"Reporting, budgets and administration","Manage work fronts by escalating safety, cost or schedule risks as",not_specified,medium
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D18,Shift management & handover,Set and communicate 24 hour priorities aligned to shutdown and,not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D11,Plan and schedule work,"Manage emergent work, ensuring approvals are obtained and scope is",not_specified,medium
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D11,Plan and schedule work,"Track and update schedule progress, attend schedule reviews, and",not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D14,Permit / isolation / high-risk activity management,"Ensure work packs, permits and handovers are completed and signed",not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,EXPERIENCE,E13,Contractor management experience,"Support contractor performance, approvals and timesheet sign offs.",required,medium
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D5,Ensure statutory compliance,"Ensure all work is executed in accordance with BMA SHMS, permits and",not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D14,Permit / isolation / high-risk activity management,"Supervise high risk activities including lifts and isolations,",not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D13,Incident investigation & root cause analysis,"Respond to injuries and incidents, support medical response and",not_specified,medium
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D13,Incident investigation & root cause analysis,Support incident investigations and ensure corrective actions are,not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D12,"Reporting, budgets and administration","Maintain safety documentation, registers and reporting requirements.",not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D10,Drive continuous improvement,"Identify and implement opportunities to improve safety, schedule",not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D13,Incident investigation & root cause analysis,Participate in root cause analysis and continuous improvement,not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DUTY,D10,Drive continuous improvement,Participate in root cause analysis and continuous improvement,not_specified,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,EXPERIENCE,E1,Years of supervisory experience,"Experience supervising or coordinating work in construction,",required,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,EXPERIENCE,E10,Industry breadth — heavy industry beyond mining,"Experience supervising or coordinating work in construction,",required,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DISPOSITION,DP2,Strong communicator,"Strong leadership, organisational and communication skills.",required,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DISPOSITION,DP13,Time management & prioritisation,"Strong leadership, organisational and communication skills.",required,medium
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DISPOSITION,DP1,Safety-focused,Demonstrated commitment to mine site safety systems and field,required,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,DISPOSITION,DP5,Hands-on / front-line leadership,Demonstrated commitment to mine site safety systems and field,required,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,KNOWLEDGE,K5,Operational systems / software knowledge,"Proficiency in Microsoft Office (Excel, Word, Outlook; Project",desirable,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,EXPERIENCE,E9,Project delivery / shutdown experience,Exposure to shutdown or mining project environments.,desirable,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),"Trade qualification or Engineering background in Electrical,",desirable,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,QUALIFICATIONS,Q10,Engineering tertiary qualification,"Trade qualification or Engineering background in Electrical,",desirable,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,EXPERIENCE,E7,Equipment/operational specialism,"Dragline, Rope Shovel or large mobile equipment experience.",desirable,high
BHP_lead_supervisor.docx,Coal - Surface,Shutdown / Projects Supervisor,QUALIFICATIONS,Q6,QLD Coal Board Medical / ResHealth Medical,Please note as part of this recruitment process the successful applicant,required,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DUTY,D7,Oversee daily operations,"Oversee the daily operations of the mine, ensuring safe and efficient production in line with Mine Safety and Inspection requirements.",not_specified,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DUTY,D5,Ensure statutory compliance,"Oversee the daily operations of the mine, ensuring safe and efficient production in line with Mine Safety and Inspection requirements.",not_specified,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DUTY,D1,Supervise and lead crews/contractors,Lead and manage personnel and equipment to optimise production activities and meet operational targets.,not_specified,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,Lead and manage personnel and equipment to optimise production activities and meet operational targets.,not_specified,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DUTY,D9,Coordinate resources,Lead and manage personnel and equipment to optimise production activities and meet operational targets.,not_specified,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DUTY,D3,Allocate tasks and manage workloads,Effectively allocate tasks and manage workloads within the production team to achieve development goals and maintain project timelines.,not_specified,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DUTY,D5,Ensure statutory compliance,"Ensure full compliance with the Mine Safety and Inspection Act and Regulations, fostering a strong safety culture and proactive risk management.",not_specified,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DUTY,D6,Promote and uphold safety culture,"Ensure full compliance with the Mine Safety and Inspection Act and Regulations, fostering a strong safety culture and proactive risk management.",not_specified,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E2,Years of operational/production experience,"5+ years of production experience in an open-cut coal mining operation, with a strong understanding of site operations and efficiencies.",required,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,"5+ years of production experience in an open-cut coal mining operation, with a strong understanding of site operations and efficiencies.",required,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,"2+ years of supervisory experience in an open-cut coal mining environment, demonstrating effective leadership and team management.",required,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,"2+ years of supervisory experience in an open-cut coal mining environment, demonstrating effective leadership and team management.",required,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K1,QLD CMSHA / Mine Safety legislation knowledge,"In-depth knowledge of QLD Coal Mining legislation, ensuring compliance and best practices in safety and operations.",required,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q11,Driver's licence,Current C Class Driver’s Licence.,required,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP4,Results-oriented,"A proven ability to motivate teams, drive performance, and achieve business targets in a dynamic mining environment.",required,high
BUMA Nanango.docx,Coal - Surface,Production Supervisor,DISPOSITION,DP3,People-focused / caring,"A proven ability to motivate teams, drive performance, and achieve business targets in a dynamic mining environment.",required,medium
BUMA Nanango.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"S1,2,3 and G2 Certificate.",required,high
BUMA.docx,Coal - Surface,Production Supervisor,DUTY,D7,Oversee daily operations,"Oversee the daily operations of the mine, ensuring safe and efficient production in line with Mine Safety and Inspection requirements.",not_specified,high
BUMA.docx,Coal - Surface,Production Supervisor,DUTY,D5,Ensure statutory compliance,"Oversee the daily operations of the mine, ensuring safe and efficient production in line with Mine Safety and Inspection requirements.",not_specified,high
BUMA.docx,Coal - Surface,Production Supervisor,DUTY,D1,Supervise and lead crews/contractors,Lead and manage personnel and equipment to optimise production activities and meet operational targets.,not_specified,high
BUMA.docx,Coal - Surface,Production Supervisor,DUTY,D8,Manage production performance & targets,Lead and manage personnel and equipment to optimise production activities and meet operational targets.,not_specified,high
BUMA.docx,Coal - Surface,Production Supervisor,DUTY,D3,Allocate tasks and manage workloads,Effectively allocate tasks and manage workloads within the production team to achieve development goals and maintain project timelines.,not_specified,high
BUMA.docx,Coal - Surface,Production Supervisor,DUTY,D5,Ensure statutory compliance,"Ensure full compliance with the Mine Safety and Inspection Act and Regulations, fostering a strong safety culture and proactive risk management.",not_specified,high
BUMA.docx,Coal - Surface,Production Supervisor,DUTY,D6,Promote and uphold safety culture,"Ensure full compliance with the Mine Safety and Inspection Act and Regulations, fostering a strong safety culture and proactive risk management.",not_specified,high
BUMA.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E2,Years of operational/production experience,"5+ years of production experience in an open-cut coal mining operation, with a strong understanding of site operations and efficiencies.",required,high
BUMA.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,"5+ years of production experience in an open-cut coal mining operation, with a strong understanding of site operations and efficiencies.",required,high
BUMA.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E1,Years of supervisory experience,"2+ years of supervisory experience in an open-cut coal mining environment, demonstrating effective leadership and team management.",required,high
BUMA.docx,Coal - Surface,Production Supervisor,EXPERIENCE,E3,Sector experience — Coal Surface,"2+ years of supervisory experience in an open-cut coal mining environment, demonstrating effective leadership and team management.",required,high
BUMA.docx,Coal - Surface,Production Supervisor,KNOWLEDGE,K1,QLD CMSHA / Mine Safety legislation knowledge,"In-depth knowledge of QLD Coal Mining legislation, ensuring compliance and best practices in safety and operations.",required,high
BUMA.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q11,Driver's licence,Current C Class Driver's Licence.,required,high
BUMA.docx,Coal - Surface,Production Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"S1,2,3 and G2 Certificate.",required,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,DUTY,D4,Conduct safety leadership activities,"Ensure maintenance activities prioritise safety, through effective hazard identification and risk management.",not_specified,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,KNOWLEDGE,K6,Risk management methodology,"Ensure maintenance activities prioritise safety, through effective hazard identification and risk management.",required,medium
EPSA.docx,Coal - Surface,Maintenance Supervisor,DUTY,D2,"Coach, mentor, develop team capability","Provide leadership through coaching, mentoring, and developmental activities to members of the team driving a positive workplace culture.",not_specified,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,DUTY,D12,"Reporting, budgets and administration",Ensure work order feedback and closeouts are completed accurately to improve maintenance efficiencies.,not_specified,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,DUTY,D10,Drive continuous improvement,Ensure work order feedback and closeouts are completed accurately to improve maintenance efficiencies.,not_specified,medium
EPSA.docx,Coal - Surface,Maintenance Supervisor,DUTY,D1,Supervise and lead crews/contractors,Provide leadership to the workshop maintenance crews to achieve the maintenance plan.,not_specified,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,DUTY,D7,Oversee daily operations,Track maintenance performance and ensure operational issues are managed and communicated in a timely manner.,not_specified,medium
EPSA.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q1,Standard 11,Certificate Standard 11,required,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q11,Driver's licence,Current Australian Drivers Licence,required,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q6,QLD Coal Board Medical / ResHealth Medical,"Current Coal Board Medical, or willingness to complete along with a Pre",required,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q7,First Aid Certificate,First Aid Certificate,required,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E1,Years of supervisory experience,Effective people management and development experience and skills,required,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E2,Years of operational/production experience,Experience working for a medium to large mine operator/contractor,required,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,DISPOSITION,DP2,Strong communicator,Well-developed verbal and written communication skills,required,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,DUTY,D11,Plan and schedule work,Work Planning and scheduling skills,not_specified,medium
EPSA.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q2,Coal Surface supervisor competencies,"G1, G8, G9 (formerly S1,S2,S3) and G2 tickets",required,medium
EPSA.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q9,Trade qualification (with discipline named),Australian trade qualified with extensive experience in the maintenance of mining plant and equipment.,required,medium
EPSA.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E1,Years of supervisory experience,Previous experience in supervisory roles (leading hand experience considered but direct supervisory experience preferred),desirable,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,QUALIFICATIONS,Q12,High Risk Work Licences,"Forklift ticket, Confined space and working at heights (within 5 years)",desirable,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E2,Years of operational/production experience,Minimum 5 years mining experience in the maintenance of mining plant and equipment,desirable,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Minimum 5 years mining experience in the maintenance of mining plant and equipment,desirable,high
EPSA.docx,Coal - Surface,Maintenance Supervisor,EXPERIENCE,E12,Equipment brand specialism,"Preferably experience with Komatsu 5500, Excavator Liebherr 996B and 930E Trucks",desirable,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,DUTY,D1,Supervise and lead crews/contractors,Leading and mentoring a crew of operators to deliver the plan and build a positive caring culture.,not_specified,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,DUTY,D2,"Coach, mentor, develop team capability",Leading and mentoring a crew of operators to deliver the plan and build a positive caring culture.,not_specified,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,DUTY,D6,Promote and uphold safety culture,Ensure the work area and mining activities are conducted in accordance with the sites safety and health system.,not_specified,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,DUTY,D5,Ensure statutory compliance,Ensure the work area and mining activities are conducted in accordance with the sites safety and health system.,not_specified,medium
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,DUTY,D5,Ensure statutory compliance,Ensure compliance with all statutory requirements and company policies and procedures.,not_specified,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,QUALIFICATIONS,Q4,Open Cut Examiner (OCE),Open Cut Examiner qualifications.,required,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,EXPERIENCE,E1,Years of supervisory experience,Leadership experience within the mining environment.,required,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,EXPERIENCE,E7,Equipment/operational specialism,Experience operating and/or supervising heavy earthmoving equipment.,required,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,DISPOSITION,DP2,Strong communicator,Effective communicator.,required,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,DISPOSITION,DP3,People-focused / caring,An individual who genuinely cares about the people you work with and has an ingrained passion to safely achieve or surpass pre-set production goals and targets.,required,high
Foxleigh Mine.docx,Coal - Surface,Mining Supervisor,DISPOSITION,DP4,Results-oriented,An individual who genuinely cares about the people you work with and has an ingrained passion to safely achieve or surpass pre-set production goals and targets.,required,high
Glencore.docx,Coal - Surface,Production Supervisor,DUTY,D1,Supervise and lead crews/contractors,Providing direct supervision of employees and sub-contractors working within the area of responsibility and allocating day-to-day work priorities.,not_specified,high
Glencore.docx,Coal - Surface,Production Supervisor,DUTY,D3,Allocate tasks and manage workloads,Providing direct supervision of employees and sub-contractors working within the area of responsibility and allocating day-to-day work priorities.,not_specified,high
Glencore.docx,Coal - Surface,Production Supervisor,DUTY,D16,Stakeholder engagement & cross-functional collaboration,Liaise with key personnel and share ideas for overall improvement outcomes,not_specified,high
Glencore.docx,Coal - Surface,Production Supervisor,DUTY,D10,Drive continuous improvement,Liaise with key personnel and share ideas for overall improvement outcomes,not_specified,medium
